London Markets,London Markets,16,http://www.visitlondon.com/search?keywords=market,,,,Spice Market,Thai Restaurant,Jean-Georges Vongerichten's South East Asian inspired restaurant Spice Market is located in the W Hotel – Leicester Square.,http://vlstatic.com/ldc/145x109/12569958.jpg,W1D 6QF,51.510838,-0.131417,529767,180756
London Markets,London Markets,17,http://www.visitlondon.com/search?keywords=market,,,,Market Cafe,Restaurant,Market Cafe is a neighbourhood cafe bar and dining room situated at the very southern end of Broadway Market opposite the regents canal.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-food-drink.png,E8 4QJ,51.536752,-0.061459,534545,183764
London Markets,London Markets,18,http://www.visitlondon.com/search?keywords=market,,,,Market View by BridgeStreet Worldwide,Self-Catering,BridgeStreet Worldwide at Market View is a fully refurbished Victorian red brick property dating back to 1907 and retains many external period features.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-hotel.png,EC1A 9HY,51.51779,-0.101772,531804,181582
London Markets,London Markets,19,http://www.visitlondon.com/search?keywords=market,,,,More London Christmas Market at The Scoop,Special Event,The More London Christmas Market at More London Riverside is a free event where you can find unique and unusual gifts as well as enjoy foods from around the world.,http://cdn.londonandpartners.com/asset/c9f02522ae039fdceca481a37d629063.jpg,SE1 2DB,51.50524,-0.080434,533321,180225
London Markets,London Markets,20,http://www.visitlondon.com/search?keywords=market,,,,East End Markets Tour,Sightseeing Tour,Every Sunday the streets of East London are transformed into a bustling hub of market life as stall holders set up to sell goods from cutting edge fashion to fresh flowers antique furniture to amazing food and everything in between! Join us as we guide you through the East End's best markets where you’ll discover hundreds of years of social history and the important role that the markets play in East End life today.,http://backoffice.goldentours.com/sysimages/product/resized1/Market_3052_7692.jpg,,55.378051,-3.435973,309107,610279
London Markets,London Markets,21,http://www.visitlondon.com/search?keywords=market&page=4,,,,Inverness Street Market,Clothes Market,Inverness Street Market is a popular fruit and vegetable market established since around 1900.,http://cdn.londonandpartners.com/asset/10868eb1c1c0dcde6832e01dac04c25a.jpg,NW1 7HJ,51.539636,-0.144139,528803,183936
London Markets,London Markets,22,http://www.visitlondon.com/search?keywords=market&page=4,,,,New Covent Garden Market,Food Market,New Covent Garden Market in Vauxhall is the largest fruit vegetable and flower market in the UK.,http://cdn.londonandpartners.com/asset/fa2080f2386a1564cbf0e979d45f357f.jpg,SW8 5NX,51.480208,-0.129659,529976,177353
London Markets,London Markets,23,http://www.visitlondon.com/search?keywords=market&page=4,,,,Hoxton Street Market,Street Market,A local market selling everything from food to toiletries in East London.,http://vlstatic.com/ldc/145x109/12303060.jpg,N1 5JX,51.534921,-0.081334,533172,183524
London Markets,London Markets,24,http://www.visitlondon.com/search?keywords=market&page=4,,,,Elephant and Castle Market,Street Market,Between the Tube entrance and the roundabout lies Elephant and Castle Market,http://vlstatic.com/ldc/145x109/12398928.jpg,SE1 6TB,51.494506,-0.099973,531996,178996
London Markets,London Markets,25,http://www.visitlondon.com/search?keywords=market&page=4,,,,Eat15 Street Food Festival in Stratford,Food Market,The Olympic borough of Newham is showing off its culinary diversity at a new food market.,http://cdn.londonandpartners.com/asset/f65605b08db9052be989ee55c1a19625.jpg,E15 4BQ,51.540999,0.00265,538978,184356
London Markets,London Markets,26,http://www.visitlondon.com/search?keywords=market&page=4,,,,Chelsea Farmers Market,Food Market,Despite the name you won't find farmers selling their wares at Chelsea Farmers' Market. Instead this quiet enclave off Kings Road is a scenic square with one-off shops and restaurants with al fresco dining.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,SW3 6NR,51.488029,-0.169368,527197,178153
London Markets,London Markets,27,http://www.visitlondon.com/search?keywords=market&page=4,,,,Wembley Market,Clothes Market,A large Sunday market with more than 500 stalls selling a variety of fashion items household items and electrical goods.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,HA9 0DW,51.561978,-0.288733,518718,186176
London Markets,London Markets,28,http://www.visitlondon.com/search?keywords=market&page=4,,,,Islington Farmers Market,Farmers' Market,London's first ever and most established farmers market takes place on Chapel Market between Baron Street and Penton Street with loads of space to shop and at least 30 stalls each week.,http://cdn.londonandpartners.com/asset/eb814f61f048493eae92a7514d12d5c6.jpg,N1 2AQ,51.5317,-0.123765,530238,183089
London Markets,London Markets,29,http://www.visitlondon.com/search?keywords=market&page=4,,,,Pimlico Road Farmers' Market,Farmers' Market,Pimlico Farmers' Market is one of the most leafy and pleasant of all London's market locations and is within walking distance of fashionable Sloane Square.,http://cdn.londonandpartners.com/asset/3dd29e8a1a629dee7aa0df32d4d7759d.jpg,SW1W 8UT,51.491073,-0.152464,528362,178521
London Markets,London Markets,30,http://www.visitlondon.com/search?keywords=market&page=4,,,,Church Street Market,Street Market,Church Street Market provides visitors with a lively and friendly street market experience.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,,55.378051,-3.435973,309107,610279
London Markets,London Markets,31,http://www.visitlondon.com/search?keywords=market&page=4,,,,South Kensington Farmers' Market,Farmers' Market,South Kensington Farmers' Markets takes place in Bute Street one of Kensington's premier foodie destinations and has been a hit with locals on saturdays when the street is closed to traffic.,http://cdn.londonandpartners.com/asset/8e791f83884e4da2559b1fa8cef2787d.jpg,SW7 3EX,51.493728,-0.17617,526709,178775
London Markets,London Markets,32,http://www.visitlondon.com/search?keywords=market&page=4,,,,Broadway Market Hackney,Food Market,One of the oldest chartered markets in London is having a revival.,http://cdn.londonandpartners.com/asset/20caf2ab08741537616ea8683dadb483.jpg,E8 4QJ,51.536752,-0.061459,534545,183764
London Markets,London Markets,33,http://www.visitlondon.com/search?keywords=market&page=4,,,,Brixton Village Market: The Granville Arcade,Market,Brixton's indoor market is a bright space under the railway arches with arcades of small independent shops.,http://cdn.londonandpartners.com/asset/d3a6327bc0ef95cbba3de62c44c1233b.jpg,SW9 8PQ,51.463756,-0.108593,531486,175561
London Markets,London Markets,34,http://www.visitlondon.com/search?keywords=market&page=4,,,,Walthamstow Farmers’ Market,Farmers' Market,Walthamstow is a true community market with a really devoted following.,http://cdn.londonandpartners.com/asset/e78dfaa93a942b8a92ead208b09056a2.jpg,E17 7JN,51.584258,-0.02094,537212,189122
London Markets,London Markets,35,http://www.visitlondon.com/search?keywords=market&page=4,,,,Romford Farmers' Market,Farmers' Market,South Street is the place to be on the 2nd Sunday of the month as Essex Farmers Markets brings you the delights of Romford Farmers' Market.,http://cdn.londonandpartners.com/asset/d177fcaf712d2ebe657ddced5292c064.jpg,,55.378051,-3.435973,309107,610279
London Markets,London Markets,36,http://www.visitlondon.com/search?keywords=market&page=2,,,,Old Spitalfields Market,Shopping Area,Old Spitalfields Market is a premier London attraction offering an impressive array of art fashion gifts antiques and food outlets via its market stalls shops and restaurants.,http://cdn.londonandpartners.com/asset/a5f9565c94d28d3281eaa153dafa626f.jpg,E1 6EW,51.519793,-0.075685,533608,181852
London Markets,London Markets,37,http://www.visitlondon.com/search?keywords=market&page=2,,,,Osteria Del Mercato,Italian Restaurant,Filled with natural light and slick city types this first-floor Italian restaurant in Leadenhall Market is a stylish eatery with a vibrant energy and understated décor.,http://vlstatic.com/ldc/145x109/12005727.jpg,EC3V 1LR,51.51268,-0.083393,533094,181047
London Markets,London Markets,38,http://www.visitlondon.com/search?keywords=market&page=2,,,,Spitalfields Produce Market,Food Market,Spitalfields Produce Market offers a fantastic range of seasonal and local free-range vegetables fruit meat chicken fish cheese eggs juice bread cakes jams preserves and local crafts. The market is open every Friday from 10am-7pm and on the second Saturday of every month from 11am-5pm.,http://cdn.londonandpartners.com/asset/2cc3e1088dc820d183c3328d968cdea8.jpg,E1 6EW,51.519793,-0.075685,533608,181852
London Markets,London Markets,39,http://www.visitlondon.com/search?keywords=market&page=2,,,,The African Market at Old Spitalfields Market,Street Market,Taking place on the fourth Saturday of every month the market showcases original and ethical fashion accessories jewellery shoes arts & crafts homeware natural beauty products books music arts and more.,http://cdn.londonandpartners.com/asset/a4d89c5389b94fdd3ad8be7d18b80920.jpg,E1 6EW,51.519793,-0.075685,533608,181852
London Markets,London Markets,40,http://www.visitlondon.com/search?keywords=market&page=2,,,,Feng Sushi Borough Market,Japanese Restaurant,In the heart of London’s quintessential Borough Market Feng’s sustainable sushi is well sought after and popular with locals.,http://vlstatic.com/ldc/145x109/10033598.jpg,SE1 9AD,51.505648,-0.091657,532541,180250
London Markets,London Markets,41,http://www.visitlondon.com/search?keywords=market&page=2,,,,Cape Town Fish Market,Seafood,Cape Town Fish Market comprises a vibrant seafood restaurant fish market Teppanyaki grill with communal Hibachi tables and a conveyor belt sushi bar with fresh tasty treats.,http://vlstatic.com/ldc/145x109/10685729.jpg,W1F 7TE,51.514469,-0.140319,529139,181144
London Markets,London Markets,42,http://www.visitlondon.com/search?keywords=market&page=2,,,,The Grill on the Market,Restaurant,Situated opposite London’s iconic Smithfield Market The Grill on the Market is a popular lunchtime restaurant and post-work destination for local City slickers especially those seeking a restaurant near Farringdon.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-food-drink.png,EC1A 9JX,51.518487,-0.102089,531780,181659
London Markets,London Markets,43,http://www.visitlondon.com/search?keywords=market&page=2,,,,New Market House,Pub Accommodation,Pub accomodation in Camden.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-hotel.png,N7 9QG,51.543118,-0.126129,530042,184355
London Markets,London Markets,44,http://www.visitlondon.com/search?keywords=market&page=2,,,,Brixton Market,Food Market,Brixton Market on Electric Avenue is a busy and vibrant local street market selling food homewear and all the essentials.,http://cdn.londonandpartners.com/asset/781ad56f4cf74d28a810fa5186a432d1.jpg,SW9 8JR,51.462477,-0.113497,531149,175410
London Markets,London Markets,45,http://www.visitlondon.com/search?keywords=market&page=2,,,,Potli - An Indian Market Kitchen,Indian Restaurant,Located in the heart of W6 between Hammersmith and Chiswick Indian restaurant Potli promises a kaleidoscopic Indian food experience like never before.,http://vlstatic.com/ldc/145x109/12655123.jpg,W6 9NH,51.493331,-0.240809,522223,178621
London Markets,London Markets,46,http://www.visitlondon.com/search?keywords=market&page=2,,,,Camden Market,Market,Around 200 stalls jostle for space in the narrow alleyways off Camden High Street/Chalk Farm Road. This market was originally known as Buck Street Market. Many of the stallholders sell their own jewellery and clothes designs. Open Monday to Sunday 9.30am to 6pm.,http://cdn.londonandpartners.com/asset/1b872c836ec5e8be5dfb3270da54d7b7.jpg,NW1 0JH,51.535318,-0.138922,529177,183465
London Markets,London Markets,47,http://www.visitlondon.com/search?keywords=market&page=2,,,,Walthamstow Market,Food Market,Walthamstow Market is the longest street market in England and a bargain hunter's paradise.,http://cdn.londonandpartners.com/asset/dd32fb2e10c8ad8a2fddb5407ef5253a.jpg,E17 7JY,51.582714,-0.028051,536724,188937
London Markets,London Markets,48,http://www.visitlondon.com/search?keywords=market&page=2,,,,Romford Market,Street Market,The historical Romford Market began nearly 800 years ago in 1247 when King Henry III granted the market its charter.,http://cdn.londonandpartners.com/asset/95beea17cd3384433fa07bdb8ac062c5.jpg,,55.378051,-3.435973,309107,610279
London Markets,London Markets,49,http://www.visitlondon.com/search?keywords=market&page=2,,,,Acton Market,Craft Market,With a wide range of handicrafts jewellery hot and cold food the Acton Market is located on King Street/The Mount Acton W3 9NW. There is a Farmers’ Market every Saturday from 9am until 1pm.,http://cdn.londonandpartners.com/asset/db3916a69677f3fcf2ec48afa2abcd61.jpg,W3 9DH,51.507345,-0.272548,519983,180127
London Markets,London Markets,50,http://www.visitlondon.com/search?keywords=market&page=2,,,,Smithfield Market Tours,Walking Tour,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-sightseeing.png,EC1A 9PQ,51.519559,-0.100488,531888,181781
London Markets,London Markets,51,http://www.visitlondon.com/search?keywords=market&page=2,,,,Greenwich Market,Craft Market,Greenwich market is fun colourful and packed with arts crafts and tasty food.,http://cdn.londonandpartners.com/asset/0835611bb69d6a2e2ebd6af213c2ef05.jpg,SE10 9HZ,51.481627,-0.008839,538361,177732
London Markets,London Markets,52,http://www.visitlondon.com/search?keywords=market&page=3,,,,Dalston Christmas Market,Market,Enjoy an alternative shopping experience at this family-friendly Christmas market.,http://cdn.londonandpartners.com/asset/f11eb779ed39a9a8d0ade1429a186f25.jpg,E8 3FS,51.546083,-0.074773,533594,184777
London Markets,London Markets,53,http://www.visitlondon.com/search?keywords=market&page=3,,,,Whitechapel Market,Food Market,The lively Whitechapel Market in Tower Hamlets sells every speciality Asian ingredient you'll ever need.,http://vlstatic.com/ldc/145x109/10049151.jpg,E1 1DT,51.517756,-0.066114,534278,181643
London Markets,London Markets,54,http://www.visitlondon.com/search?keywords=market&page=3,,,,Antiques and Vintage Market at Old Spitalfields Market,What's On,An antiques market.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,E1 6EW,51.519793,-0.075685,533608,181852
London Markets,London Markets,55,http://www.visitlondon.com/search?keywords=market&page=3,,,,Tooting Market,Indoor Market,The busy and popular indoor Tooting Market sells fruit and vegetables clothes and furniture.,http://vlstatic.com/ldc/145x109/10323494.jpg,,55.378051,-3.435973,309107,610279
London Markets,London Markets,56,http://www.visitlondon.com/search?keywords=market&page=3,,,,Market Row,Indoor Market,This famous market is part of an exciting regeneration programme involving arts projects and special events offering a fantastic variety of international food from Asia the West Indies and Africa including dried fish plantain yams and herbs.,http://vlstatic.com/ldc/145x109/10079841.jpg,SW9 8JB,51.463161,-0.112951,531185,175487
London Markets,London Markets,57,http://www.visitlondon.com/search?keywords=market&page=3,,,,General Market at Old Spitalfields Market,What's On,A general open market.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,E1 6EW,51.519793,-0.075685,533608,181852
London Markets,London Markets,58,http://www.visitlondon.com/search?keywords=market&page=3,,,,Fashion and Art Market at Old Spitalfields Market,What's On,A fashion and arts market.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,E1 6EW,51.519793,-0.075685,533608,181852
London Markets,London Markets,59,http://www.visitlondon.com/search?keywords=market&page=3,,,,Exmouth Market,Food Market,Exmouth Market is a weekly street market on Fridays and Saturdays.,http://vlstatic.com/ldc/145x109/10493740.jpg,EC1R 4QE,51.525863,-0.108846,531290,182467
London Markets,London Markets,60,http://www.visitlondon.com/search?keywords=market&page=3,,,,Themed Market Day at Old Spitalfields Market,What's On,A day of trading in the market with themes including vintage clothing and handmade products.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,E1 6EW,51.519793,-0.075685,533608,181852
London Markets,London Markets,61,http://www.visitlondon.com/search?keywords=market&page=3,,,,Greenwich Market at Christmas,Christmas,Visit Greenwich Market this Christmas and soak up its vibrant atmosphere.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,SE10 9HZ,51.481627,-0.008839,538361,177732
London Markets,London Markets,62,http://www.visitlondon.com/search?keywords=market&page=3,,,,Smithfield Market,Food Market,Smithfield Meat Market is the largest wholesale meat market in the UK.,http://cdn.londonandpartners.com/asset/63309850845be7982efd0e67e1bb94aa.jpg,EC1A 9PS,51.519106,-0.101962,531787,181728
London Markets,London Markets,63,http://www.visitlondon.com/search?keywords=market&page=3,,,,Chapel Market,Food Market,Chapel Market sells an extensive variety of fruits and vegetables as well as reasonably priced clothes.,http://vlstatic.com/ldc/145x109/10028841.jpg,N1 0RW,51.533767,-0.107149,531385,183349
London Markets,London Markets,64,http://www.visitlondon.com/search?keywords=market&page=3,,,,Richmond Farmers' Market,Farmers' Market,Richmond Farmers' Market can be found at Heron Square (just by Richmond Bridge) on Saturdays 11am to 3pm.,http://cdn.londonandpartners.com/asset/a70ec69b0ac748165262281bf1b9a546.jpg,TW9 1EJ,51.458503,-0.306722,517737,174640
London Markets,London Markets,65,http://www.visitlondon.com/search?keywords=market&page=3,,,,Leather Lane Market,Street Market,Find food clothes and bric-a-brac at this weekday market.,http://cdn.londonandpartners.com/asset/158f19f675fb9877f00fb7810841cc2f.jpg,EC1N 7TX,51.521626,-0.109901,531229,181994
London Markets,London Markets,66,http://www.visitlondon.com/search?keywords=market&page=3,,,,Gourmet Food Markets at Thomas More Square,Food Market,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,E1W 1YN,51.508142,-0.06825,534158,180570
London Markets,London Markets,67,http://www.visitlondon.com/search?keywords=market&page=3,,,,Berwick Street Market,Food Market,Established since 1830 Berwick Street Market is situated in Soho and sells an array of mouth-watering foods and nibbles.,http://cdn.londonandpartners.com/asset/446cdb5f26d7486e0478157dd5e0b920.jpg,W1F 8ST,51.515491,-0.136718,529386,181264
London Markets,London Markets,68,http://www.visitlondon.com/search?keywords=market&page=3,,,,Ealing Market,Food Market,A market selling local produce from top-quality beef and lamb to farm-shot rook and squirrel and heritage apples.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,W13 9HH,51.509879,-0.323178,516463,180327
London Markets,London Markets,69,http://www.visitlondon.com/search?keywords=market&page=3,,,,Alfies Antique Market,Antiques and Collectors' Items,Alfies Antique Market is a bustling and lively centre for decorative and unusual antiques.,http://cdn.londonandpartners.com/asset/7b0ea4640397c6b6b6d758889f61fc78.jpg,NW8 8DT,51.524073,-0.168917,527128,182162
London Markets,London Markets,70,http://www.visitlondon.com/search?keywords=market&page=3,,,,Billingsgate Market,Food Market,Billingsgate is the United Kingdom's largest inland fish market.,http://cdn.londonandpartners.com/asset/b47e2a68d2b853cd51545b05239c5bee.jpg,E14 5ST,51.506323,-0.014794,537873,180467
London Markets,London Markets,71,http://www.visitlondon.com/search?keywords=market&page=3,,,,Market,British Restaurant,Market sell no-frills British food in a small cosy site with blasted brick walls zinc-topped tables and an open kitchen.,http://vlstatic.com/partners1/145x109/8888987.jpeg,NW1 7PN,51.538109,-0.144244,528800,183766
London Markets,London Markets,72,http://www.visitlondon.com/search?keywords=market&page=8,,,,Surrey Street Market,Street Market,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,CR0 1RG,51.372853,-0.101595,532234,165465
London Markets,London Markets,73,http://www.visitlondon.com/search?keywords=market&page=8,,,,Christmas Market at National Trust: Morden Hall Park,Market,Celebrate with a Christmas market entertainment refreshments and Santa's grotto.,http://cdn.londonandpartners.com/asset/e5cb1d9ce8cb95d5744d0bc0c9f4b4e0.jpg,SM4 5JD,51.401634,-0.189367,526046,168511
London Markets,London Markets,74,http://www.visitlondon.com/search?keywords=market&page=8,,,,Ancient Market Place,Shopping Centre,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,KT1 1JS,51.409793,-0.306265,517894,169224
London Markets,London Markets,75,http://www.visitlondon.com/search?keywords=market&page=8,,,,Rye Lane Market,Indoor Market,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,SE15 5BY,51.471153,-0.06977,534161,176454
London Markets,London Markets,76,http://www.visitlondon.com/search?keywords=market&page=8,,,,East Ham Market Hall,Indoor Market,,http://vlstatic.com/ldc/145x109/12227962.jpg,E6 1HU,51.534431,0.052785,542475,183722
London Markets,London Markets,77,http://www.visitlondon.com/search?keywords=market&page=8,,,,Whitecross Street Market,Food Market,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,EC1Y 8QJ,51.524011,-0.093368,532369,182289
London Markets,London Markets,78,http://www.visitlondon.com/search?keywords=market&page=8,,,,Seven Sisters Market,Specialist Shop,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,N15 5BT,51.583708,-0.072726,533626,188965
London Markets,London Markets,79,http://www.visitlondon.com/search?keywords=market&page=8,,,,Jubilee Market at Covent Garden,What's On,A market offering antiques arts and crafts.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,WC2E 8HA,51.512315,-0.123779,530293,180934
London Markets,London Markets,80,http://www.visitlondon.com/search?keywords=market&page=8,,,,Apple Market at Covent Garden,What's On,The historic Covent Garden Apple Market home of the best of the UK's handmade crafts.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,WC2E 8HA,51.512315,-0.123779,530293,180934
London Markets,London Markets,81,http://www.visitlondon.com/search?keywords=market&page=8,,,,Queens Park Market,Farmers' Market,Farmers (mostly from Kent Surrey and Sussex) sell free-range meat and eggs unsprayed fruit and vegetables salads fresh juice handmade cheeses and artisanal breads and cakes.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,NW6 6RG,51.538123,-0.207027,524446,183659
London Markets,London Markets,82,http://www.visitlondon.com/search?keywords=market&page=8,,,,Fruit And Vegetable Market at Chelsea Theatre,Market,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,SW10 0DR,51.481591,-0.179779,526492,177419
London Markets,London Markets,83,http://www.visitlondon.com/search?keywords=market&page=8,,,,The African Market at Rich Mix,Market,Stalls exhibits and music.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,E1 6LA,51.524231,-0.073812,533725,182349
London Markets,London Markets,84,http://www.visitlondon.com/search?keywords=market&page=8,,,,London Steampunk Market at Proud Camden,Market,An emporium full of Neo-Victorian crafted goods and clothing.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-shopping.png,NW1 8AH,51.541989,-0.14736,528573,184192
London Markets,London Markets,85,http://www.visitlondon.com/search?keywords=market&page=8,,,,Entertainment Events at Acton Market,What's On,Acton Market features regular live entertainment events of various musical bands.,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,W3 9DH,51.507345,-0.272548,519983,180127
London Markets,London Markets,86,http://www.visitlondon.com/search?keywords=market&page=8,,,,Neal's Yard Dairy: Borough Market,Cheese Shop,Neal's Yard Dairy in Borough Market offers a stunning array of cheeses sourced from around 70 specialist cheesemakers on farms all over the UK and Ireland.,http://cdn.londonandpartners.com/asset/03f5cd97e518e68dad340277c84c835a.jpg,SE1 9AB,51.505235,-0.091688,532540,180204
London Markets,London Markets,87,http://www.visitlondon.com/search?keywords=market&page=8,,,,Konditor & Cook at Borough Market,Café,Located in the heart of London's Borough Market Konditor & Cook's Stoney Street branch sells breakfasts lunches sweet treats and notorious Brownie Bars.,http://vlstatic.com/ldc/145x109/10015079.jpg,SE1 9AD,51.505648,-0.091657,532541,180250
London Markets,London Markets,88,http://www.visitlondon.com/search?keywords=market&page=8,,,,Art Fair at Leadenhall Market,Fairs / Show,,http://cdn.londonandpartners.com/visit/generic/categories/145-holder-event.png,EC3V 1LR,51.51268,-0.083393,533094,181047
London Markets,London Markets,89,http://www.visitlondon.com/search?keywords=market&page=8,,,,Spitalfields Market,Entertainment Venue,,http://cdn.londonandpartners.com/asset/268f86e8f14d79e53142391ec7b4aa41.jpg,E1 6DT,51.519785,-0.076868,533526,181849
London Markets,London Markets,90,http://www.visitlondon.com/search?keywords=market&page=8,,,,Real Food Market at Southbank Centre,Farmers' Market,,http://cdn.londonandpartners.com/asset/77b8cad56c385daac816b9b1674eaa48.jpg,SE1 8XX,51.505776,-0.116825,530794,180219
